"569ae61b1895ca44746fffe8","2018-10-25T16:10:30.240Z",140177,0
"586be3afe18a291000c4489b","2018-10-25T16:10:30.240Z",149585,0
"542ec35380088cee586d3ae0","2018-10-25T16:10:30.240Z",165972,0
"56fd0e819d043da07b096ec4","2018-10-25T16:10:30.240Z",352655674,0
"57993d9e69b3180b00fc2512","2018-10-25T16:10:30.240Z",1073543,0
"56968fd21895ca4474682f80","2018-10-25T16:10:30.240Z",149257,0
"569ae61b1895ca44746fffe8","2018-10-25T16:20:30.347Z",152177,0
"542ec35380088cee586d3ae0","2018-10-25T16:20:30.347Z",148778550,0
"550c52805ab6cc1352a632f5","2018-10-25T16:20:30.347Z",1888645,0
"56fd0e819d043da07b096ec4","2018-10-25T16:20:30.347Z",155325,0
"56ba085c1895ca447473ac1d","2018-10-25T16:20:30.347Z",163262674,0
"57993d9e69b3180b00fc2512","2018-10-25T16:20:30.347Z",252371,0
"55d47dd61895ca44740e28a1","2018-10-25T16:20:30.347Z",134673,0
"569ae61b1895ca44746fffe8","2018-10-25T16:30:30.437Z",150197,0
"574714b12a8192902e218123","2018-10-25T16:30:30.437Z",37658172,0
"542ec35380088cee586d3ae0","2018-10-25T16:30:30.437Z",158754,0
"550c52805ab6cc1352a632f5","2018-10-25T16:30:30.437Z",2284054,0
"540e85493479c5ea8f9f084f","2018-10-25T16:30:30.437Z",161357,0
"56fd0e819d043da07b096ec4","2018-10-25T16:30:30.437Z",139418,0
"56ba085c1895ca447473ac1d","2018-10-25T16:30:30.437Z",127662,0
"55d47dd61895ca44740e28a1","2018-10-25T16:30:30.437Z",128635,0
"574714b12a8192902e218123","2018-10-25T16:40:30.518Z",3550260,0
"55936f57edd7f2c0524cc7b8","2018-10-25T16:40:30.518Z",564631,0
"550c52805ab6cc1352a632f5","2018-10-25T16:40:30.518Z",857471,0
"540e85493479c5ea8f9f084f","2018-10-25T16:40:30.518Z",124224,0
"56fd0e819d043da07b096ec4","2018-10-25T16:40:30.518Z",145564,0
"574714b12a8192902e218123","2018-10-25T16:50:30.614Z",145983,0
"55936f57edd7f2c0524cc7b8","2018-10-25T16:50:30.614Z",268273,0
"550c52805ab6cc1352a632f5","2018-10-25T16:50:30.614Z",918946,0
"586be3afe18a291000c4489b","2018-10-25T16:50:30.614Z",146307,0
"540e85493479c5ea8f9f084f","2018-10-25T16:50:30.614Z",145128,0
"55240d9b5ab6cc1352baf597","2018-10-25T16:50:30.614Z",1021154,0
"574714b12a8192902e218123","2018-10-25T17:00:30.626Z",37653567,0
"55936f57edd7f2c0524cc7b8","2018-10-25T17:00:30.626Z",434877,0
"580de68af057850f005bf861","2018-10-25T17:00:30.626Z",163033,0
"550c52805ab6cc1352a632f5","2018-10-25T17:00:30.626Z",803206,0
"586be3afe18a291000c4489b","2018-10-25T17:00:30.626Z",136139,0
"55240d9b5ab6cc1352baf597","2018-10-25T17:00:30.626Z",464792,0
"57ea8202bded660f00237102","2018-10-25T17:00:30.626Z",147091,0
"542ec35380088cee586d3ae0","2018-10-25T17:00:30.626Z",155858,0
"547ec7d4d46935d5fbbf3943","2018-10-25T17:00:30.626Z",131536,0
"55936f57edd7f2c0524cc7b8","2018-10-25T17:08:03.889Z",151834,61428
"580de68af057850f005bf861","2018-10-25T17:08:03.889Z",130418,59625
"586be3afe18a291000c4489b","2018-10-25T17:08:03.889Z",159775,58943
"55240d9b5ab6cc1352baf597","2018-10-25T17:08:03.889Z",60238112,2229915
"57ea8202bded660f00237102","2018-10-25T17:08:03.889Z",150667,60537
"542ec35380088cee586d3ae0","2018-10-25T17:08:03.889Z",161830,66364
"547ec7d4d46935d5fbbf3943","2018-10-25T17:08:03.889Z",150988,60351
"574714b12a8192902e218123","2018-10-25T17:18:04.002Z",37866564,1549975
"542ec35380088cee586d3ae0","2018-10-25T17:18:04.002Z",164517,65806
"57993d9e69b3180b00fc2512","2018-10-25T17:18:04.002Z",137949,59299
"542ec35380088cee586d3ae0","2018-10-25T17:28:04.087Z",785283064,9695878
"5885eb1eaebc4e0f008066c4","2018-10-25T17:28:04.087Z",567967090,5048972
"550859245ab6cc1352a30dca","2018-10-25T17:28:04.087Z",1397314,945603
"542ec35380088cee586d3ae0","2018-10-25T17:38:04.116Z",31104834,2111879
"5885eb1eaebc4e0f008066c4","2018-10-25T17:38:04.116Z",608000849,3960492
"550859245ab6cc1352a30dca","2018-10-25T17:38:04.116Z",899085,666013
"540e85493479c5ea8f9f084f","2018-10-25T17:38:04.116Z",139825,59149
"54bf6f7e5ab6cc13528941fb","2018-10-25T17:38:04.116Z",141040,60938
"56968fd21895ca4474682f80","2018-10-25T17:38:04.116Z",320825200,132846722
"542ec35380088cee586d3ae0","2018-10-25T17:48:04.167Z",6454867,280848268
"5885eb1eaebc4e0f008066c4","2018-10-25T17:48:04.167Z",526956902,4639937
"550859245ab6cc1352a30dca","2018-10-25T17:48:04.167Z",1415531,1148164
"542ec35380088cee586d3ae0","2018-10-25T17:58:04.211Z",3306835,278526572
"5885eb1eaebc4e0f008066c4","2018-10-25T17:58:04.211Z",332765364,3325238
"550859245ab6cc1352a30dca","2018-10-25T17:58:04.211Z",838937,595704
"542ec35380088cee586d3ae0","2018-10-25T18:08:04.286Z",1616195065,17823725
"5885eb1eaebc4e0f008066c4","2018-10-25T18:08:04.286Z",554597438,4909610
"550859245ab6cc1352a30dca","2018-10-25T18:08:04.286Z",591757236,6081056
"542ec35380088cee586d3ae0","2018-10-25T18:18:04.376Z",70448161,1227714
"56325d5f1895ca4474222299","2018-10-25T18:18:04.376Z",402547,156070
"547ec7d4d46935d5fbbf3943","2018-10-25T18:18:04.376Z",136352,60320
"5764a1372a8192902e2425b5","2018-10-25T18:18:04.376Z",145312,59273
